Text,Label,Unigrams,Bigrams,Trigrams,Agreement_Count,Disagreement_Count,Modal_Verbs,Negations
21,data,21,,,0,0,,
22,data,22,,,0,0,,
Some other methods exploit graphics hardware to compute collisions on bump maps,background_claim,methods exploit graphics hardware compute collisions bump maps,methods exploit exploit graphics graphics hardware hardware compute compute collisions collisions bump bump maps,methods exploit graphics exploit graphics hardware graphics hardware compute hardware compute collisions compute collisions bump collisions bump maps,0,0,,
others use implicit surfaces to check collisions on the body,background_claim,use implicit surfaces check collisions body,use implicit implicit surfaces surfaces check check collisions collisions body,use implicit surfaces implicit surfaces check surfaces check collisions check collisions body,0,0,,
"voxel trees, which partition the space hierarchically",background_claim,voxel trees partition space hierarchically,voxel trees trees partition partition space space hierarchically,voxel trees partition trees partition space partition space hierarchically,0,0,,
20,data,20,,,0,0,,
18,data,18,,,0,0,,
14,data,14,,,0,0,,
Using frame coherency to reduce computation cost has been explored by Zhang et al,background_claim,frame coherency reduce computation cost explored zhang et al,frame coherency coherency reduce reduce computation computation cost cost explored explored zhang zhang et et al,frame coherency reduce coherency reduce computation reduce computation cost computation cost explored cost explored zhang explored zhang et zhang et al,0,0,,
23,data,23,,,0,0,,
we propose a data-driven collision detection method,own_claim,propose data driven collision detection method,propose data data driven driven collision collision detection detection method,propose data driven data driven collision driven collision detection collision detection method,0,0,,
we use the pre-simulated sequence to localize the collision checks to neighboring cloth regions that have high probability to collide,own_claim,use pre simulated sequence localize collision checks neighboring cloth regions high probability collide,use pre pre simulated simulated sequence sequence localize localize collision collision checks checks neighboring neighboring cloth cloth regions regions high high probability probability collide,use pre simulated pre simulated sequence simulated sequence localize sequence localize collision localize collision checks collision checks neighboring checks neighboring cloth neighboring cloth regions cloth regions high regions high probability high probability collide,0,0,,
The idea of building an interpolator from examples or pre-simulated data has proven to be a valuable tool in a variety of areas of CG,background_claim,idea building interpolator examples pre simulated data proven valuable tool variety areas cg,idea building building interpolator interpolator examples examples pre pre simulated simulated data data proven proven valuable valuable tool tool variety variety areas areas cg,idea building interpolator building interpolator examples interpolator examples pre examples pre simulated pre simulated data simulated data proven data proven valuable proven valuable tool valuable tool variety tool variety areas variety areas cg,0,0,,
modeling a variety of human body shapes,data,modeling variety human body shapes,modeling variety variety human human body body shapes,modeling variety human variety human body human body shapes,0,0,,
motion synthesis,data,motion synthesis,motion synthesis,,0,0,,
The basic idea is to build an interpolation space filled with a set of pairs of input parameters and the targeted graphical objects,background_claim,basic idea build interpolation space filled set pairs input parameters targeted graphical objects,basic idea idea build build interpolation interpolation space space filled filled set set pairs pairs input input parameters parameters targeted targeted graphical graphical objects,basic idea build idea build interpolation build interpolation space interpolation space filled space filled set filled set pairs set pairs input pairs input parameters input parameters targeted parameters targeted graphical targeted graphical objects,0,0,,
Cloth animation depends on a high number of parameters,data,cloth animation depends high number parameters,cloth animation animation depends depends high high number number parameters,cloth animation depends animation depends high depends high number high number parameters,0,0,,
a data-driven approach is difficult to adapt,background_claim,data driven approach difficult adapt,data driven driven approach approach difficult difficult adapt,data driven approach driven approach difficult approach difficult adapt,0,0,,
James et al.,background_claim,james et al,james et et al,james et al,0,0,,
"resented such an approach, where physics-based deformation and collision detection are both handled in a unified framework",background_claim,resented approach physics based deformation collision detection handled unified framework,resented approach approach physics physics based based deformation deformation collision collision detection detection handled handled unified unified framework,resented approach physics approach physics based physics based deformation based deformation collision deformation collision detection collision detection handled detection handled unified handled unified framework,0,0,,
10,data,10,,,0,0,,
previous unseen results could be achieved,background_claim,previous unseen results achieved,previous unseen unseen results results achieved,previous unseen results unseen results achieved,0,0,could,
garments with stiff mechanical properties in real-time,data,garments stiff mechanical properties real time,garments stiff stiff mechanical mechanical properties properties real real time,garments stiff mechanical stiff mechanical properties mechanical properties real properties real time,0,0,,
they show little degrees of freedom,background_claim,little degrees freedom,little degrees degrees freedom,little degrees freedom,0,0,,
to the clothes under simulation,background_claim,clothes simulation,clothes simulation,,0,0,,
we seek a neat combination of a data-driven approach with the mass-spring system,own_claim,seek neat combination data driven approach mass spring system,seek neat neat combination combination data data driven driven approach approach mass mass spring spring system,seek neat combination neat combination data combination data driven data driven approach driven approach mass approach mass spring mass spring system,0,0,,
resorting to a data-driven approach for the entire simulation,own_claim,resorting data driven approach entire simulation,resorting data data driven driven approach approach entire entire simulation,resorting data driven data driven approach driven approach entire approach entire simulation,0,0,,
our simulator allows a much higher degree of interaction,own_claim,simulator allows higher degree interaction,simulator allows allows higher higher degree degree interaction,simulator allows higher allows higher degree higher degree interaction,0,0,,
it is often needed in animating clothes on moving characters,own_claim,needed animating clothes moving characters,needed animating animating clothes clothes moving moving characters,needed animating clothes animating clothes moving clothes moving characters,0,0,,
The history of research on real-time cloth is relatively recent,background_claim,history research real time cloth relatively recent,history research research real real time time cloth cloth relatively relatively recent,history research real research real time real time cloth time cloth relatively cloth relatively recent,0,0,,
Researchers have concentrated mainly on two aspects of real-time cloth animation,background_claim,researchers concentrated mainly aspects real time cloth animation,researchers concentrated concentrated mainly mainly aspects aspects real real time time cloth cloth animation,researchers concentrated mainly concentrated mainly aspects mainly aspects real aspects real time real time cloth time cloth animation,0,0,,
simulating the physical properties of garments and collision handling,background_claim,simulating physical properties garments collision handling,simulating physical physical properties properties garments garments collision collision handling,simulating physical properties physical properties garments properties garments collision garments collision handling,0,0,,
The primary focus of this paper is the development of a fast cloth simulator for real-time applications,own_claim,primary focus paper development fast cloth simulator real time applications,primary focus focus paper paper development development fast fast cloth cloth simulator simulator real real time time applications,primary focus paper focus paper development paper development fast development fast cloth fast cloth simulator cloth simulator real simulator real time real time applications,0,0,,
Dynamic simulation of complex deformable models,own_claim,dynamic simulation complex deformable models,dynamic simulation simulation complex complex deformable deformable models,dynamic simulation complex simulation complex deformable complex deformable models,0,0,,
can easily involve thousands of degrees of freedom,own_claim,easily involve thousands degrees freedom,easily involve involve thousands thousands degrees degrees freedom,easily involve thousands involve thousands degrees thousands degrees freedom,0,0,can,
Our simulator is based on two levels of deformation,own_claim,simulator based levels deformation,simulator based based levels levels deformation,simulator based levels based levels deformation,0,0,,
The coarse mesh is generated by simplifying the original cloth mesh through segmentation,own_claim,coarse mesh generated simplifying original cloth mesh segmentation,coarse mesh mesh generated generated simplifying simplifying original original cloth cloth mesh mesh segmentation,coarse mesh generated mesh generated simplifying generated simplifying original simplifying original cloth original cloth mesh cloth mesh segmentation,0,0,,
The reason for this choice is to lower the computation time,own_claim,reason choice lower computation time,reason choice choice lower lower computation computation time,reason choice lower choice lower computation lower computation time,0,0,,
geometric methods are in general much faster than physically-based ones,own_claim,geometric methods general faster physically based ones,geometric methods methods general general faster faster physically physically based based ones,geometric methods general methods general faster general faster physically faster physically based physically based ones,0,0,,
9,data,9,,,0,0,,
the clothes are worn on 3D characters,own_claim,clothes worn 3d characters,clothes worn worn 3d 3d characters,clothes worn 3d worn 3d characters,0,0,,
the character movement is the only external force acting upon the cloth,own_claim,character movement external force acting cloth,character movement movement external external force force acting acting cloth,character movement external movement external force external force acting force acting cloth,0,0,,
there are considerable correlations between the body motion and the movement of the garment,own_claim,considerable correlations body motion movement garment,considerable correlations correlations body body motion motion movement movement garment,considerable correlations body correlations body motion body motion movement motion movement garment,0,0,,
observing the behavior of garment worn by a character,data,observing behavior garment worn character,observing behavior behavior garment garment worn worn character,observing behavior garment behavior garment worn garment worn character,0,0,,
These correlations are especially clear for some clothes like tight shirts and trousers,own_claim,correlations especially clear clothes like tight shirts trousers,correlations especially especially clear clear clothes clothes like like tight tight shirts shirts trousers,correlations especially clear especially clear clothes clear clothes like clothes like tight like tight shirts tight shirts trousers,0,0,,
Collisions are handled by collision hulls,own_claim,collisions handled collision hulls,collisions handled handled collision collision hulls,collisions handled collision handled collision hulls,0,0,,
the position of which is computed by our SDD,own_claim,position computed sdd,position computed computed sdd,position computed sdd,0,0,,
The final mesh is then obtained using the winkle shape interpolator and the computed geometry of the coarse mesh,own_claim,final mesh obtained winkle shape interpolator computed geometry coarse mesh,final mesh mesh obtained obtained winkle winkle shape shape interpolator interpolator computed computed geometry geometry coarse coarse mesh,final mesh obtained mesh obtained winkle obtained winkle shape winkle shape interpolator shape interpolator computed interpolator computed geometry computed geometry coarse geometry coarse mesh,0,0,,
The skeleton-driven deformation,own_claim,skeleton driven deformation,skeleton driven driven deformation,skeleton driven deformation,0,0,,
is,own_claim,,,,0,0,,
the most widely used technique in 3D character animation,own_claim,widely technique 3d character animation,widely technique technique 3d 3d character character animation,widely technique 3d technique 3d character 3d character animation,0,0,,
a classical method for the basic skin deformation,background_claim,classical method basic skin deformation,classical method method basic basic skin skin deformation,classical method basic method basic skin basic skin deformation,0,0,,
The location of a vertex is then calculated by a weighted combination of the transformation of the influencing joints,own_claim,location vertex calculated weighted combination transformation influencing joints,location vertex vertex calculated calculated weighted weighted combination combination transformation transformation influencing influencing joints,location vertex calculated vertex calculated weighted calculated weighted combination weighted combination transformation combination transformation influencing transformation influencing joints,0,0,,
developing a new SDD method is not our main goal,own_claim,developing new sdd method main goal,developing new new sdd sdd method method main main goal,developing new sdd new sdd method sdd method main method main goal,0,1,,not
the way the skin deforms is important in our framework,own_claim,way skin deforms important framework,way skin skin deforms deforms important important framework,way skin deforms skin deforms important deforms important framework,0,0,,
natural looking cloth shape also requires natural skin shape,data,natural looking cloth shape requires natural skin shape,natural looking looking cloth cloth shape shape requires requires natural natural skin skin shape,natural looking cloth looking cloth shape cloth shape requires shape requires natural requires natural skin natural skin shape,0,0,,
There are two requirements which the method should fulfill for this particular use,own_claim,requirements method fulfill particular use,requirements method method fulfill fulfill particular particular use,requirements method fulfill method fulfill particular fulfill particular use,0,0,should,
it must overcome the undesirable effect of vertex collapse,own_claim,overcome undesirable effect vertex collapse,overcome undesirable undesirable effect effect vertex vertex collapse,overcome undesirable effect undesirable effect vertex effect vertex collapse,0,0,must,
Figure 3(a),data,figure 3(a,figure 3(a,,0,0,,
the method must provide an easy way to compute the local coordinate system for each skin vertex,own_claim,method provide easy way compute local coordinate system skin vertex,method provide provide easy easy way way compute compute local local coordinate coordinate system system skin skin vertex,method provide easy provide easy way easy way compute way compute local compute local coordinate local coordinate system coordinate system skin system skin vertex,0,0,must,
This is necessary,own_claim,necessary,,,0,0,,
we want to compute the deformation of the cloth surface in relation to the skin surface,data,want compute deformation cloth surface relation skin surface,want compute compute deformation deformation cloth cloth surface surface relation relation skin skin surface,want compute deformation compute deformation cloth deformation cloth surface cloth surface relation surface relation skin relation skin surface,0,0,,
the classical SDD can be greatly improved by replacing the linear combination of the matrices by the matrix operator defined by Alexa,own_claim,classical sdd greatly improved replacing linear combination matrices matrix operator defined alexa,classical sdd sdd greatly greatly improved improved replacing replacing linear linear combination combination matrices matrices matrix matrix operator operator defined defined alexa,classical sdd greatly sdd greatly improved greatly improved replacing improved replacing linear replacing linear combination linear combination matrices combination matrices matrix matrices matrix operator matrix operator defined operator defined alexa,0,0,can,
1,data,1,,,0,0,,
The SDD position of P is simply given by M SDD,own_claim,sdd position p simply given m sdd,sdd position position p p simply simply given given m m sdd,sdd position p position p simply p simply given simply given m given m sdd,0,0,,
the operator is not continuous,own_claim,operator continuous,operator continuous,,0,1,,not
It is not defined for a rotation of 2π radians between the matrices to be blended,own_claim,defined rotation 2π radians matrices blended,defined rotation rotation 2π 2π radians radians matrices matrices blended,defined rotation 2π rotation 2π radians 2π radians matrices radians matrices blended,0,1,,not
such case is rare,own_claim,case rare,case rare,,0,0,,
the largest angle range does not exceed π radians,own_claim,largest angle range exceed π radians,largest angle angle range range exceed exceed π π radians,largest angle range angle range exceed range exceed π exceed π radians,0,1,,not
In practice,data,practice,,,0,0,,
The cloth surface is partitioned into a set of patches,own_claim,cloth surface partitioned set patches,cloth surface surface partitioned partitioned set set patches,cloth surface partitioned surface partitioned set partitioned set patches,0,0,,
Figure 4(a),data,figure 4(a,figure 4(a,,0,0,,
(b),data,b,,,0,0,,
A coarse mesh representation is obtained by combining a set of vertices in a patch into a single mass point located at the center,own_claim,coarse mesh representation obtained combining set vertices patch single mass point located center,coarse mesh mesh representation representation obtained obtained combining combining set set vertices vertices patch patch single single mass mass point point located located center,coarse mesh representation mesh representation obtained representation obtained combining obtained combining set combining set vertices set vertices patch vertices patch single patch single mass single mass point mass point located point located center,0,0,,
"the regularity of coarse mesh, which is one condition for obtaining efficient deformation with the mass-spring system",own_claim,regularity coarse mesh condition obtaining efficient deformation mass spring system,regularity coarse coarse mesh mesh condition condition obtaining obtaining efficient efficient deformation deformation mass mass spring spring system,regularity coarse mesh coarse mesh condition mesh condition obtaining condition obtaining efficient obtaining efficient deformation efficient deformation mass deformation mass spring mass spring system,0,0,,
21,data,21,,,0,0,,
"The objective is to obtain ""well-shaped patches"", patches that have a circular shape",own_claim,objective obtain shaped patches patches circular shape,objective obtain obtain shaped shaped patches patches patches patches circular circular shape,objective obtain shaped obtain shaped patches shaped patches patches patches patches circular patches circular shape,0,0,,
"By modifying the significance of this component, we can easily control the number of vertices to be simulated with the physically-based deformation",own_claim,modifying significance component easily control number vertices simulated physically based deformation,modifying significance significance component component easily easily control control number number vertices vertices simulated simulated physically physically based based deformation,modifying significance component significance component easily component easily control easily control number control number vertices number vertices simulated vertices simulated physically simulated physically based physically based deformation,0,0,can,
Figure 4,data,figure 4,figure 4,,0,0,,
the construction of the patch is completed,own_claim,construction patch completed,construction patch patch completed,construction patch completed,0,0,,
the lowest cost exceeds a threshold,data,lowest cost exceeds threshold,lowest cost cost exceeds exceeds threshold,lowest cost exceeds cost exceeds threshold,0,0,,
Deciding a good granularity in the coarse mesh is hand-tuned,own_claim,deciding good granularity coarse mesh hand tuned,deciding good good granularity granularity coarse coarse mesh mesh hand hand tuned,deciding good granularity good granularity coarse granularity coarse mesh coarse mesh hand mesh hand tuned,0,0,,
a neat compromise between the simulation quality and the computation load is found,own_claim,neat compromise simulation quality computation load found,neat compromise compromise simulation simulation quality quality computation computation load load found,neat compromise simulation compromise simulation quality simulation quality computation quality computation load computation load found,0,0,,
best simulations are obtained,own_claim,best simulations obtained,best simulations simulations obtained,best simulations obtained,0,0,,
patch area covers one or two cloth wrinkles,data,patch area covers cloth wrinkles,patch area area covers covers cloth cloth wrinkles,patch area covers area covers cloth covers cloth wrinkles,0,0,,
each patch is associated with a vertex on the coarse mesh,own_claim,patch associated vertex coarse mesh,patch associated associated vertex vertex coarse coarse mesh,patch associated vertex associated vertex coarse vertex coarse mesh,0,0,,
The basic idea is to use the pre-simulated results as examples and find the error-minimizing skin data through optimization,own_claim,basic idea use pre simulated results examples find error minimizing skin data optimization,basic idea idea use use pre pre simulated simulated results results examples examples find find error error minimizing minimizing skin skin data data optimization,basic idea use idea use pre use pre simulated pre simulated results simulated results examples results examples find examples find error find error minimizing error minimizing skin minimizing skin data skin data optimization,0,0,,
An optimization approach,own_claim,optimization approach,optimization approach,,0,0,,
could be adopted here,own_claim,adopted,,,0,0,could,
the one presented by Mohr et al,data,presented mohr et al,presented mohr mohr et et al,presented mohr et mohr et al,0,0,,
15,data,15,,,0,0,,
our SDD method is non-linear,own_claim,sdd method non linear,sdd method method non non linear,sdd method non method non linear,0,0,,
the linear regression,own_claim,linear regression,linear regression,,0,0,,
is not beneficial,own_claim,beneficial,,,0,1,,not
adopted by Mohr et al,data,adopted mohr et al,adopted mohr mohr et et al,adopted mohr et mohr et al,0,0,,
In our case,data,case,,,0,0,,
Function minimization techniques,own_claim,function minimization techniques,function minimization minimization techniques,function minimization techniques,0,0,,
can deal with non-linear functions,own_claim,deal non linear functions,deal non non linear linear functions,deal non linear non linear functions,0,0,can,
Powell’s method,data,powell method,powell method,,0,0,,
16,data,16,,,0,0,,
Performance is slightly slower,own_claim,performance slightly slower,performance slightly slightly slower,performance slightly slower,0,0,,
only pre-processing performance is affected and not runtime performance,own_claim,pre processing performance affected runtime performance,pre processing processing performance performance affected affected runtime runtime performance,pre processing performance processing performance affected performance affected runtime affected runtime performance,0,1,,not
this is contributable to the fact that these regions are large in volume and they rarely collide with limbs during the walk motion,own_claim,contributable fact regions large volume rarely collide limbs walk motion,contributable fact fact regions regions large large volume volume rarely rarely collide collide limbs limbs walk walk motion,contributable fact regions fact regions large regions large volume large volume rarely volume rarely collide rarely collide limbs collide limbs walk limbs walk motion,0,0,,
The residual values of the fitting provide useful information on how the garments behave in relation to the body,own_claim,residual values fitting provide useful information garments behave relation body,residual values values fitting fitting provide provide useful useful information information garments garments behave behave relation relation body,residual values fitting values fitting provide fitting provide useful provide useful information useful information garments information garments behave garments behave relation behave relation body,0,0,,
floating garments,own_claim,floating garments,floating garments,,0,0,,
may collide with several joints,own_claim,collide joints,collide joints,,0,0,may,
collisions need to be computed on these regions,own_claim,collisions need computed regions,collisions need need computed computed regions,collisions need computed need computed regions,0,0,,
a skirt,data,skirt,,,0,0,,
cloth patches,data,cloth patches,cloth patches,,0,0,,
the local movements of some cloth patches,own_claim,local movements cloth patches,local movements movements cloth cloth patches,local movements cloth movements cloth patches,0,0,,
are negligible,own_claim,negligible,,,0,0,,
these patches can be considered as being attached rigidly to the skeleton,own_claim,patches considered attached rigidly skeleton,patches considered considered attached attached rigidly rigidly skeleton,patches considered attached considered attached rigidly attached rigidly skeleton,0,0,can,
underwear,data,underwear,,,0,0,,
three regions are identified from the residual values of the skin fitting process,own_claim,regions identified residual values skin fitting process,regions identified identified residual residual values values skin skin fitting fitting process,regions identified residual identified residual values residual values skin values skin fitting skin fitting process,0,0,,
Figure 5(d),data,figure 5(d,figure 5(d,,0,0,,
The threshold values are chosen in a way that the coarse mesh deformation remains sufficiently close to the pre-simulated sequence,own_claim,threshold values chosen way coarse mesh deformation remains sufficiently close pre simulated sequence,threshold values values chosen chosen way way coarse coarse mesh mesh deformation deformation remains remains sufficiently sufficiently close close pre pre simulated simulated sequence,threshold values chosen values chosen way chosen way coarse way coarse mesh coarse mesh deformation mesh deformation remains deformation remains sufficiently remains sufficiently close sufficiently close pre close pre simulated pre simulated sequence,0,0,,
a false assignment of loose region into tight region would produce elongated deformations instead of slipping garment over the skin,data,false assignment loose region tight region produce elongated deformations instead slipping garment skin,false assignment assignment loose loose region region tight tight region region produce produce elongated elongated deformations deformations instead instead slipping slipping garment garment skin,false assignment loose assignment loose region loose region tight region tight region tight region produce region produce elongated produce elongated deformations elongated deformations instead deformations instead slipping instead slipping garment slipping garment skin,0,0,would,
generate an overly deformed coarse mesh,own_claim,generate overly deformed coarse mesh,generate overly overly deformed deformed coarse coarse mesh,generate overly deformed overly deformed coarse deformed coarse mesh,0,0,,
which is beyond the training data of the wrinkle generator,own_claim,training data wrinkle generator,training data data wrinkle wrinkle generator,training data wrinkle data wrinkle generator,0,0,,
values of 0.5 cm and 4.0 cm are used to identify tight regions and floating regions,own_claim,values 0.5 cm 4.0 cm identify tight regions floating regions,values 0.5 0.5 cm cm 4.0 4.0 cm cm identify identify tight tight regions regions floating floating regions,values 0.5 cm 0.5 cm 4.0 cm 4.0 cm 4.0 cm identify cm identify tight identify tight regions tight regions floating regions floating regions,0,0,,
In practice,data,practice,,,0,0,,
The deformation of tight regions is directly computed with the SDD,own_claim,deformation tight regions directly computed sdd,deformation tight tight regions regions directly directly computed computed sdd,deformation tight regions tight regions directly regions directly computed directly computed sdd,0,0,,
Figure 6,data,figure 6,figure 6,,0,0,,
The use of SDD for these regions makes it possible to reduce the number of mass points even further,own_claim,use sdd regions makes possible reduce number mass points,use sdd sdd regions regions makes makes possible possible reduce reduce number number mass mass points,use sdd regions sdd regions makes regions makes possible makes possible reduce possible reduce number reduce number mass number mass points,0,0,,
The pseudo code of the simulation loop is: 1 for each vertex P ∈ Coarse_Mesh do 2 M SDD ← SDD P,own_claim,pseudo code simulation loop 1 vertex p ∈ coarse_mesh 2 m sdd ← sdd p,pseudo code code simulation simulation loop loop 1 1 vertex vertex p p ∈ ∈ coarse_mesh coarse_mesh 2 2 m m sdd sdd ← ← sdd sdd p,pseudo code simulation code simulation loop simulation loop 1 loop 1 vertex 1 vertex p vertex p ∈ p ∈ coarse_mesh ∈ coarse_mesh 2 coarse_mesh 2 m 2 m sdd m sdd ← sdd ← sdd ← sdd p,0,0,,
3,own_claim,3,,,0,0,,
P ∉ Tight_Region,data,p ∉ tight_region,p ∉ ∉ tight_region,p ∉ tight_region,0,0,,
4 X P ← Mass_Spring_system(time_step),own_claim,4 x p ← mass_spring_system(time_step,4 x x p p ← ← mass_spring_system(time_step,4 x p x p ← p ← mass_spring_system(time_step,0,0,,
"5 else 6 X P ← M SDD .X D,Dress //Skeleton Driven Deformation",own_claim,5 6 x p ← m sdd .x d dress //skeleton driven deformation,5 6 6 x x p p ← ← m m sdd sdd .x .x d d dress dress //skeleton //skeleton driven driven deformation,5 6 x 6 x p x p ← p ← m ← m sdd m sdd .x sdd .x d .x d dress d dress //skeleton dress //skeleton driven //skeleton driven deformation,0,0,,
High residual values indicate much less dependency on a specific body region of the cloth movement,own_claim,high residual values indicate dependency specific body region cloth movement,high residual residual values values indicate indicate dependency dependency specific specific body body region region cloth cloth movement,high residual values residual values indicate values indicate dependency indicate dependency specific dependency specific body specific body region body region cloth region cloth movement,0,0,,
an additional collision check is required to handle the interaction of the clothes with the whole body skeleton,own_claim,additional collision check required handle interaction clothes body skeleton,additional collision collision check check required required handle handle interaction interaction clothes clothes body body skeleton,additional collision check collision check required check required handle required handle interaction handle interaction clothes interaction clothes body clothes body skeleton,0,0,,
A list of potentially colliding body patches is defined by selecting those that approach within a certain distance of the floating regions during the pre-simulated cloth sequence,own_claim,list potentially colliding body patches defined selecting approach certain distance floating regions pre simulated cloth sequence,list potentially potentially colliding colliding body body patches patches defined defined selecting selecting approach approach certain certain distance distance floating floating regions regions pre pre simulated simulated cloth cloth sequence,list potentially colliding potentially colliding body colliding body patches body patches defined patches defined selecting defined selecting approach selecting approach certain approach certain distance certain distance floating distance floating regions floating regions pre regions pre simulated pre simulated cloth simulated cloth sequence,0,0,,
which the collision detection is made with collision hulls only,own_claim,collision detection collision hulls,collision detection detection collision collision hulls,collision detection collision detection collision hulls,0,0,,
we compute the coarse mesh by a mass-spring system with the implicit Euler numerical solver,own_claim,compute coarse mesh mass spring system implicit euler numerical solver,compute coarse coarse mesh mesh mass mass spring spring system system implicit implicit euler euler numerical numerical solver,compute coarse mesh coarse mesh mass mesh mass spring mass spring system spring system implicit system implicit euler implicit euler numerical euler numerical solver,0,0,,
2,data,2,,,0,0,,
The simulation run on the coarse mesh hardly reproduces the gross movement of the original cloth,own_claim,simulation run coarse mesh hardly reproduces gross movement original cloth,simulation run run coarse coarse mesh mesh hardly hardly reproduces reproduces gross gross movement movement original original cloth,simulation run coarse run coarse mesh coarse mesh hardly mesh hardly reproduces hardly reproduces gross reproduces gross movement gross movement original movement original cloth,0,0,,
the initial mesh has been significantly simplified,data,initial mesh significantly simplified,initial mesh mesh significantly significantly simplified,initial mesh significantly mesh significantly simplified,0,0,,
the topology has been modified,data,topology modified,topology modified,,0,0,,
the simplified mass-spring model does not accurately simulate the bending and shearing properties of the fabrics,own_claim,simplified mass spring model accurately simulate bending shearing properties fabrics,simplified mass mass spring spring model model accurately accurately simulate simulate bending bending shearing shearing properties properties fabrics,simplified mass spring mass spring model spring model accurately model accurately simulate accurately simulate bending simulate bending shearing bending shearing properties shearing properties fabrics,0,1,,not
the simulator used for the pre-simulated cloth sequence,own_claim,simulator pre simulated cloth sequence,simulator pre pre simulated simulated cloth cloth sequence,simulator pre simulated pre simulated cloth simulated cloth sequence,0,0,,
21,data,21,,,0,0,,
We approach the problem by modifying the behavior of the mass-spring system through a fix-up process (similar to,own_claim,approach problem modifying behavior mass spring system fix process similar,approach problem problem modifying modifying behavior behavior mass mass spring spring system system fix fix process process similar,approach problem modifying problem modifying behavior modifying behavior mass behavior mass spring mass spring system spring system fix system fix process fix process similar,0,0,,
14,data,14,,,0,0,,
where the position and velocity of the coarse mesh vertices are modified in order to maintain the cloth shape as close as possible to the original one,own_claim,position velocity coarse mesh vertices modified order maintain cloth shape close possible original,position velocity velocity coarse coarse mesh mesh vertices vertices modified modified order order maintain maintain cloth cloth shape shape close close possible possible original,position velocity coarse velocity coarse mesh coarse mesh vertices mesh vertices modified vertices modified order modified order maintain order maintain cloth maintain cloth shape cloth shape close shape close possible close possible original,0,0,,
Figure 7,data,figure 7,figure 7,,0,0,,
the local shape,own_claim,local shape,local shape,,0,0,,
should be a blend of those of the pre-simulated animation,own_claim,blend pre simulated animation,blend pre pre simulated simulated animation,blend pre simulated pre simulated animation,0,0,should,
position of the vertices in relation to their neighbors,data,position vertices relation neighbors,position vertices vertices relation relation neighbors,position vertices relation vertices relation neighbors,0,0,,
This is achieved by constructing a set of functions of local shape deformation,own_claim,achieved constructing set functions local shape deformation,achieved constructing constructing set set functions functions local local shape shape deformation,achieved constructing set constructing set functions set functions local functions local shape local shape deformation,0,0,,
"Post-correction is accomplished with a function that evaluates the ""ideal"" position of the vertex",own_claim,post correction accomplished function evaluates ideal position vertex,post correction correction accomplished accomplished function function evaluates evaluates ideal ideal position position vertex,post correction accomplished correction accomplished function accomplished function evaluates function evaluates ideal evaluates ideal position ideal position vertex,0,0,,
the position of its neighbors connected by the edges,data,position neighbors connected edges,position neighbors neighbors connected connected edges,position neighbors connected neighbors connected edges,0,0,,
The computation cost of this interpolator grows,own_claim,computation cost interpolator grows,computation cost cost interpolator interpolator grows,computation cost interpolator cost interpolator grows,0,0,,
the number of pre-simulated frames increases,data,number pre simulated frames increases,number pre pre simulated simulated frames frames increases,number pre simulated pre simulated frames simulated frames increases,0,0,,
A common solution is to construct a lookup table filled with values pre-simulated,background_claim,common solution construct lookup table filled values pre simulated,common solution solution construct construct lookup lookup table table filled filled values values pre pre simulated,common solution construct solution construct lookup construct lookup table lookup table filled table filled values filled values pre values pre simulated,0,0,,
"the dimension of XN,Pre-simulated was reduced prior to the construction of the interpolator, by Principal Component Analysis",own_claim,dimension xn pre simulated reduced prior construction interpolator principal component analysis,dimension xn xn pre pre simulated simulated reduced reduced prior prior construction construction interpolator interpolator principal principal component component analysis,dimension xn pre xn pre simulated pre simulated reduced simulated reduced prior reduced prior construction prior construction interpolator construction interpolator principal interpolator principal component principal component analysis,0,0,,
16,data,16,,,0,0,,
Its new value is set to the sum of the original velocity and the velocity,own_claim,new value set sum original velocity velocity,new value value set set sum sum original original velocity velocity velocity,new value set value set sum set sum original sum original velocity original velocity velocity,0,0,,
the modification of the vertex position,data,modification vertex position,modification vertex vertex position,modification vertex position,0,0,,
Figure 9,data,figure 9,figure 9,,0,0,,
The smallest convex hull,own_claim,smallest convex hull,smallest convex convex hull,smallest convex hull,0,0,,
is generated for every patch using the “Quickhull” algorithm presented by Barber et al,own_claim,generated patch quickhull algorithm presented barber et al,generated patch patch quickhull quickhull algorithm algorithm presented presented barber barber et et al,generated patch quickhull patch quickhull algorithm quickhull algorithm presented algorithm presented barber presented barber et barber et al,0,0,,
3,data,3,,,0,0,,
we expect these hulls to cover the allowable positions of corresponding cloth patches during the runtime simulation,own_claim,expect hulls cover allowable positions corresponding cloth patches runtime simulation,expect hulls hulls cover cover allowable allowable positions positions corresponding corresponding cloth cloth patches patches runtime runtime simulation,expect hulls cover hulls cover allowable cover allowable positions allowable positions corresponding positions corresponding cloth corresponding cloth patches cloth patches runtime patches runtime simulation,0,0,,
enough variation and range of character motion,data,variation range character motion,variation range range character character motion,variation range character range character motion,0,0,,
the overall computation can be significantly reduced in comparison to classical collision detection methods,own_claim,overall computation significantly reduced comparison classical collision detection methods,overall computation computation significantly significantly reduced reduced comparison comparison classical classical collision collision detection detection methods,overall computation significantly computation significantly reduced significantly reduced comparison reduced comparison classical comparison classical collision classical collision detection collision detection methods,0,0,can,
